nome;cognome;nascita;osm_id;
Nunzia;Rizzo;D932;474233129;
Italo;Mariani;D933;474233130;
Oriana;Carbone;D934;474233131;
Ivano;Ruggiero;D935;474233132;
Patrizia;Sorrentino;M416;474233133;
Jacopo;Ferro;D938;474233134;
Piera;Fabbri;D940;475439967;
Lazzaro;Rossi;D942;475439969;
Pierina;Russo;D943;475439970;
Leandro;Ferrari;D944;475439972;
Raffaella;Esposito;D945;475439974;
Liberato;Bianchi;D946;475439977;
Romina;Romano;D947;475439978;
Lorenzo;Colombo;D948;475439979;
Rosalba;Ricci;D949;475439996;
Luciano;Marino;D951;475439997;
Rosalia;Greco;D952;475439998;
Luigi;Bruno;D956;475440006;
Rossana;Gallo;D957;475440007;
Marco;Conti;D958;475440008;
Rossella;De Luca;D959;475440014;
Mariano;Costa;D960;475440017;
Rosalinda;Mancini;D961;475440057;
Marino;Rizzo;D962;478390678;
Sabrina;Lombardi;D963;478390679;
Mario;Moretti;D964;478390680;
Serena;Barbieri;D965;478390681;
Marzio;Fontana;D966;478390699;
Silvana;Santoro;D967;478390702;
Massimiliano;Mariani;D968;478390703;
Silvia;Rinaldi;D969;478390704;
Maurizio;Caruso;D970;478390709;
Simona;Ferrara;D971;478390714;
Michele;Galli;D972;478390716;
Stefania;Martini;D974;478390722;
Nazzareno;Leone;D975;478390732;
Stefania;Gatti;D977;478390738;
Nazario;Bianco;D978;478390739;
Susanna;Fabbri;D980;478390741;
Nicola;Sartori;D981;478390742;
Teresa;Monti;D982;478390752;
Orazio;Villa;D983;478390762;
Tiziana;Amato;D984;478390763;
Ottavio;Marini;D987;478390764;
Valentina;De Santis;D988;478390765;
Pasquale;Palumbo;D990;478390770;
Valeria;Bernardi;D993;478390777;
Patrizio;Fiore;D994;485467882;
Vanessa;Farina;D995;485467884;
Pietro;Ferri;D996;485467885;
Vera;Pellegrini;D997;485467886;
Pompeo;Damico;D998;485467887;
Vittoria;Basile;D999;485467888;
Primo;Rossetti;E001;485467889;
Vittoria;Graziani;E003;485467890;
Prospero;Palmieri;E004;485467891;
Vittoria;Donati;E006;485467892;
Raffaele;Battaglia;E007;485467893;
Vittoria;Martino;E008;485467897;
Raimondo;Rizzi;E009;485467903;
Vittoria;Neri;E010;485467904;
Raniero;Vitale;E012;485467905;
Vittoria;De Angelis;E011;485467908;
Remigio;Serra;E013;485467909;
Vittoria;Coppola;E014;485467910;
Renato;Testa;E015;485467911;
Vittoria;Piazza;E016;485467912;
Riccardo;Ferraro;E017;485467913;
Vittoria;Valentini;E019;485467914;
Roberto;Bianchini;E020;485467915;
Vittoria;Benedetti;E021;485467916;
Rocco;Parisi;E022;485467917;
Vittoria;Sacco;E023;485467920;
Rodolfo;De Rosa;E024;485467921;
Vittoria;Ferretti;E025;485467922;
Rocco;Morelli;E026;485467923;
Vittoria;Russo;E027;485467924;
Rolando;Contini;E028;485467925;
Vittoria;Mazzoli;E029;485467927;
Romano;Colombo;E030;485467928;
Vittoria;Mancini;E031;485467931;
Romeo;Rosati;E033;485467932;
Vittoria;De Luca;E034;485467935;
Romualdo;Costa;E036;485467937;
Vittoria;Gallo;E037;501735356;
Rosario;Santoro;E040;501735367;
Vittoria;Caputo;E038;501735368;
Ruggero;D'Angelo;E039;503013948;
Vittoria;Benedetto;E041;503013949;
Salvatore;Marchetti;E044;503013951;
Vittoria;D'Amico;E043;503013953;
Samuele;Moretti;E045;503013954;
Vittoria;Silvestri;E047;503013955;
Sandro;Rinaldi;E048;503013956;
Vittoria;Montanari;E049;503013957;
Santino;Caruso;E050;503013958;
Vittoria;Gatti;E052;503013960;
Santo;Battaglia;E053;503013963;
Vittoria;Silvestri;E054;503013965;
Sebastiano;Palumbo;E055;503013966;
Vittoria;Fiore;E057;505322912;
Secondo;Sartori;E056;505322914;
Vittoria;Damico;E058;505322916;
Sergio;Villa;E060;505322917;
Vittoria;Coppola;E061;505322920;
Silvano;Farina;E062;505322922;
Vittoria;Lombardo;E063;505322923;
Silverio;Mariani;E064;505322925;
Vittoria;Ferri;E065;505322927;
Siro;Monti;E066;505322928;
Vittoria;Neri;E067;505322930;
Stefano;Pellegrini;E068;505322932;
Vittoria;Basile;E069;505322934;
Taddeo;Rossetti;E071;505322935;
Vittoria;Graziani;E072;505322937;
Terenzio;Palmieri;E074;505322939;
Vittoria;Donati;E078;505322941;
Tiberio;Martino;E079;505322943;
Vittoria;Rizzi;E081;505322945;
Tiburzio;Vitale;M274;505322947;
Vittoria;De Angelis;E082;505322949;
Timoteo;Serra;E083;505322951;
Vittoria;Testa;E084;505324130;
Tito;Piazza;E086;505324131;
Vittoria;Ferraro;E087;505324133;
Tommaso;Valentini;E085;505324134;
Vittoria;Bianchini;D585;505324135;
Tonino;Benedetti;E088;505324137;
Vittoria;Parisi;E089;505324138;
Ubaldo;Sacco;E090;505324140;
Vittoria;De Rosa;E091;505324141;
Uberto;Ferretti;E092;505324142;
Vittoria;Morelli;E093;505324144;
Ugo;Lombardi;E094;505324147;
Vittoria;Russo;E096;505324148;
Ulisse;Contini;E098;505324150;
Vittoria;Mazzoli;E101;505324151;
Urbano;Rosati;E102;505324152;
Vittoria;De Luca;E100;505324154;
Valentino;Costa;E103;505324155;
Vittoria;Gallo;E104;505324157;
Valerio;Santoro;E106;505324166;
Vittoria;Caputo;E107;505324167;
Vanni;D'Angelo;E109;505324169;
Vittoria;Benedetto;E111;505324170;
Vincenzo;Marchetti;E113;505324172;
Vittoria;D'Amico;E114;505325058;
Vitale;Moretti;E115;505325059;
Vittoria;Silvestri;E116;505325062;
Vittorio;Rinaldi;E118;505325063;
Vittoria;Montanari;E120;505325064;
Vittore;Caruso;E122;505325065;
Vittoria;Gatti;E124;505325066;
Zaccheo;Battaglia;E125;505325067;
Vittoria;Silvestri;E126;505325068;
Zaccaria;Palumbo;E127;505325069;
Vittoria;Fiore;E128;505325070;
Zeno;Sartori;E130;505325071;
Vittoria;Damico;E131;505325072;
Alessio;Villa;E132;505325073;
Vittoria;Coppola;E133;505325074;
Christian;Farina;E134;517179533;
Vittoria;Lombardo;E136;517179535;
Fabio;De Santis;E139;517179538;
Vittoria;Bernardi;E141;517179539;
Federico;Fiore;E142;517179541;
Vittoria;Mancini;E143;517179542;
Filippo;Rizzo;E144;517179543;
Vittoria;Mariani;E145;517179544;
Giacomo;Carbone;E146;517179545;
Vittoria;Ruggiero;E147;517179548;
Giammaria;Sorrentino;E148;517179549;
Vittoria;Ferro;E149;517179550;
Guglielmo;Fabbri;M315;517179552;
Vittoria;Napolitano;E152;517179553;
Mauro;Bianco;E153;517179555;
Vittoria;Russo;E154;517179556;
Simone;Moretti;E156;517179557;
Vittoria;Martinelli;E155;517179559;
Tiziano;Riva;E158;517179561;
Vittoria;Guerra;E159;517179563;
Adriano;De Angelis;E160;517179565;
Vittoria;Palumbo;E161;517179567;
Alessandro;Pagano;E163;517179568;
Vittoria;Martino;E164;517179571;
Antonio;Pellegrino;E165;517179579;
Vittoria;Giordano;E167;517179582;
Augusto;Testa;E168;517179583;
Vittoria;Martini;E169;517179585;
Bruno;Bernardini;E170;517179588;
Vittoria;Messina;E171;517179590;
Carlo;Pugliese;E172;517179591;
Vittoria;Esposito;E173;517179593;
Dario;D'Amore;E177;517179595;
Vittoria;Pinto;E178;517179596;
Edoardo;Benedetti;E179;517179598;
Vittoria;Ferrara;E180;517179600;
Enrico;Rizzo;E182;517179602;
Vittoria;Longo;E184;7493161;
Ezio;Barbieri;E185;517179608;
Vittoria;Amato;E187;517179610;
Fabio;Leone;E188;517179611;
Vittoria;Orlando;E189;517179613;
Federico;Barone;E191;517179614;
Vittoria;Montagna;E192;517179616;
Filippo;Caputo;E193;517179618;
Vittoria;Rizzo;E195;517179620;
Francesco;Rossati;E196;517179622;
Vittoria;Bianco;E199;517179624;
Franco;Bruno;E200;517179627;
Vittoria;Caruso;E201;517179628;
Gabriele;Colombo;E202;517179630;
Vittoria;Coppola;E203;517179633;
Gennaro;Costa;E204;517179635;
Vittoria;De Luca;E205;517179638;
Giacomo;De Santis;E206;517179640;
Vittoria;Donati;E207;517179678;
Giampaolo;Esposito;E208;528937114;
Vittoria;Farina;E209;528937115;
Giancarlo;Fabbri;E210;528937116;
Vittoria;Ferri;E212;528937117;
Gianfranco;Ferrara;E213;528937119;
Vittoria;Ferrari;E214;528937121;
Gianluca;Fiore;E215;528937122;
Vittoria;Fontana;E216;528937123;
Gianmarco;Gallo;E217;528937124;
Vittoria;Gatti;E219;528937125;
Gianmaria;Graziani;E221;528937126;
Vittoria;Greco;E223;528937127;
Gianpaolo;Leone;E224;528937128;
Vittoria;Lombardi;E226;528937129;
Gianpiero;Mancini;E227;528937130;
Vittoria;Mariani;E228;528937131;
Giorgio;Martini;E229;528937132;
Vittoria;Marini;E230;528937133;
Giovanni;Marino;E232;528937135;
Vittoria;Martino;E233;528937137;
Giuseppe;Morelli;E234;528937143;
Vittoria;Moretti;E235;528937146;
Gregorio;Neri;E236;528937147;
Vittoria;Palmieri;E240;528937148;
Guido;Palumbo;E237;528937151;
Vittoria;Parisi;E238;533075571;
Iacopo;Piazza;E239;533075572;
Vittoria;Pellegrini;E241;533075576;
Italo;Rinaldi;E245;547297686;
Vittoria;Riva;E246;547297687;
Ivan;Rizzi;E242;547297688;
Vittoria;Romano;E249;547297689;
Leonardo;Rossetti;E243;547297690;
Vittoria;Ruggiero;E244;547297691;
Liberato;Russo;E248;547297692;
Vittoria;Sacco;E250;547297693;
Lorenzo;Sartori;E251;547297694;
Vittoria;Santoro;E252;547297695;
Luca;Sorrentino;E253;547297696;
Vittoria;Silvestri;E255;547297701;
Luciano;Testa;E256;547297702;
Vittoria;Valentini;E258;547297703;
Marcello;Villa;E259;547297704;
Vittoria;Amato;E261;547297705;
Marco;Barbieri;E263;547297706;
Vittoria;Basile;E264;547297707;
Mario;Bernardi;E266;547298881;
Vittoria;Caputo;E269;547298882;
Massimiliano;Carbone;E270;547298883;
Vittoria;Conti;E271;547298884;
Massimo;Coppola;E272;547298885;
Vittoria;Damico;E273;547298886;
Mauro;De Angelis;E280;547298888;
Vittoria;De Rosa;E281;547298889;
Michele;De Luca;E282;547298890;
Vittoria;D'Angelo;E283;547298891;
Niccolò;D'Amico;E284;547298892;
Vittoria;D'Amore;E285;547298893;
Nicola;De Santis;E287;547298894;
Vittoria;Donati;E288;548725677;
Orazio;Farina;E289;548725678;
Vittoria;Ferraro;E290;548725680;
Ottavio;Ferro;E291;548725681;
Vittoria;Fontana;E292;548725683;
Paolo;Gallo;E295;548725684;
Vittoria;Gatti;E297;548725686;
Pasquale;Giordano;E299;548725687;
Vittoria;Grassi;E301;548725689;
Piero;Greco;E304;548725690;
Vittoria;Guerra;E305;548725692;
Pietro;Lombardo;E306;548725693;
Vittoria;Longo;E307;548725694;
Raffaele;Marino;E309;548725696;
Vittoria;Martini;E310;548725699;
Raimondo;Martinelli;E311;548725700;
Vittoria;Mariani;E313;548725871;
Renato;Mazzola;E314;548725872;
Vittoria;Mazzoli;E317;548725873;
Riccardo;Messina;E323;548725874;
Vittoria;Montagna;E325;548725875;
Roberto;Montanari;E326;548725876;
Vittoria;Napolitano;E327;548725877;
Rocco;Pagano;E328;548725878;
Vittoria;Pellegrini;E329;548725879;
Rodolfo;Piazza;E330;548727046;
Vittoria;Pinto;E332;548727047;
Rocco;Pugliese;E333;548727048;
Vittoria;Riva;E334;548727049;
Rolando;Rizzi;E335;548727050;
Vittoria;Rizzo;E336;548727051;
Romano;Romano;E337;548727052;
Vittoria;Rossetti;E338;548727053;
Romeo;Ruggiero;E341;548727054;
Vittoria;Russo;E348;548728729;
Romualdo;Sacco;E343;548728730;
Vittoria;Sartori;E340;548728731;
Rosario;Serra;E351;548728732;
Vittoria;Silvestri;E349;548728733;
Ruggero;Sorrentino;E350;548728734;
Vittoria;Testa;E339;548728735;
Salvatore;Valentini;E353;548728736;
Vittoria;Villa;E356;548728737;
Samuele;Vitale;E358;548728738;
Vittoria;Amato;E360;548728739;
Sandro;Barbieri;E354;548728740;
Vittoria;Basile;E345;548728741;
Santino;Bernardi;E346;548728742;
Vittoria;Caputo;E363;548728744;
Santo;Carbone;E364;548728746;
Vittoria;Conti;E365;548728747;
Sebastiano;Coppola;E366;548728748;
Vittoria;Damico;E367;548728749;
Secondo;De Angelis;E368;548728750;
Vittoria;De Rosa;E369;548728751;
Sergio;De Luca;E370;548728752;
Vittoria;D'Angelo;E371;548728753;
Silvano;D'Amico;E373;548730117;
Vittoria;D'Amore;E374;548730118;
Silverio;De Santis;E375;549964778;
Vittoria;Donati;E376;549964779;
Siro;Farina;E377;549964780;
Vittoria;Ferraro;E379;549964781;
Stefano;Ferro;E380;549964782;
Vittoria;Fontana;E274;549964783;
Taddeo;Gallo;E381;549964784;
Vittoria;Gatti;E382;549964785;
Terenzio;Giordano;E386;549964786;
Vittoria;Grassi;E387;549964787;
Tiberio;Greco;E388;549964788;
Vittoria;Guerra;C388;549964789;
Tiburzio;Lombardo;E320;549964790;
Vittoria;Longo;E321;549964791;
Timoteo;Marino;E389;549964792;
Vittoria;Martini;E390;549964793;
Tito;Martinelli;E391;549964794;
Vittoria;Mariani;A345;549964795;
Tommaso;Mazzola;E394;549964796;
Vittoria;Mazzoli;E423;549964797;
Tonino;Messina;E425;549964798;
Vittoria;Montagna;A308;549964799;
Ubaldo;Montanari;E430;549964800;
Vittoria;Napolitano;E458;549964801;
Uberto;Pagano;E463;549964802;
Vittoria;Pellegrini;E470;549964803;
Ugo;Piazza;E490;549964804;
Vittoria;Pinto;E491;549964805;
Ulisse;Pugliese;M348;549964808;
Vittoria;Riva;E392;549964809;
Urbano;Rizzi;E393;549964810;
Vittoria;Rizzo;E395;549964811;
Valentino;Romano;E396;549965813;
Vittoria;Rossetti;E397;549965814;
Valerio;Ruggiero;E398;549965815;
Vittoria;Russo;E400;549965816;
Vanni;Sacco;M212;549965818;
Vittoria;Sartori;E401;549965820;
Vincenzo;Serra;E402;549965821;
Vittoria;Silvestri;E403;549965822;
Vitale;Sorrentino;E405;549965823;
Vittoria;Testa;E406;549965824;
Vittorio;Valentini;E407;549965825;
Vittoria;Villa;E409;549965826;
Vittore;Vitale;E410;549965827;
Vittoria;Amato;E412;549965828;
Zaccheo;Barbieri;E414;549965829;
Vittoria;Basile;E415;549965830;
Zaccaria;Bernardi;E416;549965831;
Vittoria;Caputo;E417;549965832;
Nicola;Carbone;E419;549965833;
Vittoria;Conti;E420;549965834;
Orazio;Coppola;E421;549965835;
Vittoria;Damico;E413;549965836;
Ottavio;De Angelis;E422;549965837;
Vittoria;De Rosa;E424;549965838;
Paolo;De Luca;E426;549965839;
Vittoria;D'Angelo;E428;549965840;
Pasquale;D'Amico;M208;549965841;
Vittoria;D'Amore;E429;549965842;
Piero;De Santis;E431;550896312;
Vittoria;Donati;E432;550896313;
Pietro;Farina;E433;550896329;
Vittoria;Ferraro;E434;550896333;
Raffaele;Ferro;E435;550896334;
Vittoria;Fontana;E436;550896356;
Raimondo;Gallo;E437;550896359;
Vittoria;Gatti;E438;550896363;
Renato;Giordano;E439;550896382;
Vittoria;Grassi;E441;550896383;
Riccardo;Greco;C767;550896384;
Vittoria;Guerra;E443;550896385;
Roberto;Lombardo;E445;550896386;
Vittoria;Bianchi;E447;550896387;
Rocco;Romano;E448;550896388;
Vittoria;Colombo;E450;550896392;
Rodolfo;Ricci;E451;550897637;
Vittoria;Marino;E454;550897639;
Rocco;Greco;M207;551323319;
Vittoria;Bruno;E456;551323320;
Rolando;Gallo;E464;551323321;
Vittoria;Conti;E457;551323325;
Romano;De Luca;E459;551323332;
Vittoria;Costa;E462;551323334;
Romeo;Mancini;E465;551323336;
Vittoria;Rizzo;E466;551323338;
Romualdo;Lombardi;E467;551323889;
Vittoria;Moretti;M392;551323890;
Rosario;Barbieri;E469;551323891;
Vittoria;Fontana;E471;551323892;
Ruggero;Santoro;E472;551323893;
Vittoria;Mariani;E473;551323895;
Salvatore;Rinaldi;E474;551323896;
Vittoria;Ferrara;E475;551323898;
Samuele;Martini;E476;551323899;
Vittoria;Leone;E480;551323900;
Sandro;Gatti;E479;551323901;
Vittoria;Benedetti;E481;551323902;
Santino;Sartori;E482;551323904;
Vittoria;Monti;E483;551323905;
Santo;Villa;E484;551323906;
Vittoria;Amato;E485;551323907;
Sebastiano;Marini;E486;551325083;
Vittoria;De Santis;E487;551325085;
Secondo;Palumbo;E488;551325086;
Vittoria;Bernardi;E489;551325087;
Sergio;Fiore;E492;551325088;
Vittoria;Ferri;E493;551325090;
Silvano;Pellegrini;E494;551325091;
Vittoria;Damico;E496;551325092;
Silverio;Basile;E497;551325093;
Vittoria;Graziani;E498;551325094;
Siro;Rossetti;E500;551325095;
Vittoria;Palmieri;E502;551325096;
Stefano;Donati;E504;551325097;
Vittoria;Battaglia;E506;551325098;
Taddeo;Martino;E505;551325099;
Vittoria;Rizzi;E507;551325100;
Terenzio;Neri;M313;551325101;
Vittoria;Vitale;E509;551325102;
Tiberio;De Angelis;E510;551325103;
Vittoria;Serra;E512;551325104;
Tiburzio;Coppola;E514;551325105;
Vittoria;Testa;E515;551325106;
Timoteo;Piazza;E517;551325107;
Vittoria;Ferraro;E518;551325109;
Tito;Valentini;E519;551325110;
Vittoria;Bianchini;E520;551325111;
Tommaso;Benedetti;E522;551325271;
Vittoria;Parisi;E523;551325272;
Tonino;Sacco;E524;551325273;
Vittoria;De Rosa;E526;551325274;
Ubaldo;Ferretti;E527;551325276;
Vittoria;Morelli;E528;552905748;
Uberto;Contini;E530;552905749;
Vittoria;Mazzoli;E531;552905750;
Ugo;Rosati;E532;552905751;
Vittoria;De Luca;E535;552905752;
Ulisse;Costa;E536;552905753;
Vittoria;Gallo;E537;552905754;
Urbano;Santoro;E538;552905755;
Vittoria;Caputo;E540;552905756;
Valentino;D'Angelo;E539;552905757;
Vittoria;Benedetto;E541;552905758;
Valerio;Marchetti;E542;552905759;
Vittoria;D'Amico;E543;552905760;
Vanni;Moretti;E544;552905761;
Vittoria;Silvestri;E546;552905762;
Vincenzo;Rinaldi;E547;552905763;
Vittoria;Montanari;E549;552905764;
Vitale;Caruso;E550;552906607;
Vittoria;Gatti;E551;552906608;
Vittorio;Battaglia;M371;552906609;
Vittoria;Silvestri;E553;552906610;
Vittore;Palumbo;E554;552906611;
Vittoria;Fiore;E555;552906612;
Zaccheo;Sartori;E557;552906613;
Vittoria;Damico;E558;552906614;
Zaccaria;Villa;E559;552906615;
Vittoria;Coppola;E560;552906616;
Nicoletta;Farina;E562;552908504;
Gregorio;Lombardo;E563;552908505;
Nunzia;De Santis;E564;552908506;
Italo;Bernardi;E565;552908507;
Oriana;Fiore;E566;552908508;
Ivano;Mancini;E569;552908509;
Patrizia;Rizzo;E570;552908510;
Jacopo;Mariani;E571;552908511;
Piera;Carbone;E573;552908514;
Lazzaro;Ruggiero;E574;552908515;
Pierina;Sorrentino;E576;552908516;
Leandro;Ferro;E578;552908517;
Raffaella;Fabbri;E581;552908519;
Liberato;Rossi;E583;552908520;
Romina;Russo;E584;552908521;
Lorenzo;Ferrari;E587;552908522;
Rosalba;Esposito;E588;552908523;
Luciano;Bianchi;E589;552908524;
Rosalia;Romano;E590;554547205;
Luigi;Colombo;E591;554547206;
Rossana;Ricci;E592;554549102;
Marco;Marino;E593;554549103;
Rossella;Greco;E594;554549104;
Mariano;Bruno;E597;554549105;
Rosalinda;Gallo;E596;554549106;
Marino;Conti;E599;554549107;
Sabrina;De Luca;E600;554549108;
Mario;Costa;E602;554549109;
Serena;Mancini;E605;554549110;
Marzio;Rizzo;E606;554549113;
Silvana;Lombardi;E607;554549114;
Massimiliano;Moretti;E608;554549115;
Silvia;Barbieri;E610;554549117;
Maurizio;Fontana;E611;554549118;
Simona;Santoro;E613;554549119;
Michele;Mariani;E615;554549120;
Stefania;Rinaldi;E617;554549121;
Nazzareno;Caruso;E620;554549122;
Stefania;Ferrara;E621;554549123;
Nazario;Galli;E622;554549124;
Susanna;Martini;E624;554549126;
Nicola;Leone;E623;554549127;
Teresa;Gatti;E625;554549129;
Orazio;Bianco;E626;554549130;
Tiziana;Fabbri;E627;554549131;
Ottavio;Sartori;E629;554549132;
Valentina;Monti;E630;554549133;
Pasquale;Villa;A771;554549134;
Valeria;Amato;E632;554549136;
Patrizio;Marini;E633;554549137;
Vanessa;De Santis;E635;554549138;
Pietro;Palumbo;E639;554549139;
Vera;Bernardi;E638;554549140;
Pompeo;Fiore;E640;556347526;
Vittoria;Farina;E644;556347527;
Primo;Ferri;E645;556347528;
Vittoria;Pellegrini;D976;556347529;
Prospero;Damico;E646;556347530;
Vittoria;Basile;E647;556347531;
Raffaele;Rossetti;E648;556347532;
Vittoria;Graziani;E651;556347533;
Raimondo;Palmieri;E649;556347534;
Vittoria;Donati;E652;556347535;
Raniero;Battaglia;E654;556347536;
Vittoria;Martino;E655;556347537;
Remigio;Rizzi;M275;556347538;
Vittoria;Neri;E656;556347539;
Renato;Vitale;E659;556347540;
Vittoria;De Angelis;E660;556347541;
Riccardo;Serra;E661;556347542;
Vittoria;Coppola;E662;556347543;
Roberto;Testa;E664;556347544;
Vittoria;Piazza;E665;556347545;
Rocco;Ferraro;E666;556347546;
Vittoria;Valentini;M312;556347547;
Rodolfo;Bianchini;E668;556347548;
Vittoria;Benedetti;E669;556347549;
Rocco;Parisi;E671;556347550;
Vittoria;Sacco;M342;556347551;
Rolando;De Rosa;E673;556347552;
Vittoria;Ferretti;E674;556347553;
Romano;Morelli;E675;556460790;
Vittoria;Russo;E677;556460791;
Romeo;Contini;E678;556460792;
Vittoria;Mazzoli;E679;556460793;
Romualdo;Colombo;E681;556460794;
Vittoria;Mancini;E682;556460795;
Rosario;Rosati;E683;556460796;
Vittoria;De Luca;E684;556460797;
Ruggero;Costa;E685;556460798;
Vittoria;Gallo;E687;556460799;
Salvatore;Santoro;E689;556460800;
Vittoria;Caputo;E690;556460801;
Samuele;D'Angelo;E691;556460804;
Vittoria;Benedetto;E692;556460806;
Sandro;Marchetti;E693;556460808;
Vittoria;D'Amico;E694;556460810;
Santino;Moretti;E695;556460812;
Vittoria;Silvestri;E698;556460813;
Santo;Rinaldi;E700;556460815;
Vittoria;Montanari;E704;556460817;
Sebastiano;Caruso;E705;556460821;
Vittoria;Gatti;E706;556460823;
Secondo;Battaglia;E707;556460826;
Vittoria;Silvestri;E709;556460841;
Sergio;Palumbo;E708;556460843;
Vittoria;Fiore;E711;556460845;
Silvano;Sartori;M420;556460847;
Vittoria;Damico;E713;556460851;
Silverio;Villa;E715;556460856;
Vittoria;Coppola;E714;556460859;
Siro;Farina;E716;556460862;
Vittoria;Lombardo;E718;556460864;
Stefano;Mariani;E719;556460866;
Vittoria;Ferri;E722;556460869;
Taddeo;Monti;E723;556460889;
Vittoria;Neri;E724;558338842;
Terenzio;Pellegrini;E726;558338844;
Vittoria;Basile;E729;558338846;
Tiberio;Rossetti;E730;558338847;
Vittoria;Graziani;E731;558338848;
Tiburzio;Palmieri;E734;558338851;
Vittoria;Donati;E735;558338853;
Timoteo;Martino;E736;558338855;
Vittoria;Rizzi;E737;558338858;
Tito;Vitale;E738;558338860;
Vittoria;De Angelis;E742;558338862;
Tommaso;Serra;E743;558338864;
Vittoria;Testa;B387;558338866;
Tonino;Piazza;E745;558338869;
Vittoria;Ferraro;G143;558338871;
Ubaldo;Valentini;E746;558338872;
Vittoria;Bianchini;E747;558338874;
Uberto;Benedetti;E748;558338875;
Vittoria;Parisi;E749;558338877;
Ugo;Sacco;E750;558338878;
Vittoria;De Rosa;E751;558338884;
Ulisse;Ferretti;E752;558338885;
Vittoria;Morelli;E753;558338887;
Urbano;Lombardi;E754;558338892;
Vittoria;Russo;E757;558338893;
Valentino;Contini;E758;558338895;
Vittoria;Mazzoli;E759;558338896;
Valerio;Rosati;E760;558338898;
Vittoria;De Luca;E761;558338900;
Vanni;Costa;M427;560383260;
Vittoria;Gallo;E763;560383261;
Vincenzo;Santoro;E764;560383262;
Vittoria;Caputo;E767;560383263;
Vitale;D'Angelo;E769;560383264;
Vittoria;Benedetto;E770;560383265;
Vittorio;Marchetti;E772;560383267;
Vittoria;D'Amico;E773;560383268;
Vittore;Moretti;M339;560383269;
Vittoria;Silvestri;E777;560383270;
Zaccheo;Rinaldi;E778;560383271;
Vittoria;Montanari;E780;560383272;
Zaccaria;Caruso;E779;560383274;
Vittoria;Gatti;E782;560383275;
Zeno;Battaglia;E783;560383276;
Vittoria;Silvestri;E784;560383277;
Alessio;Palumbo;E785;560383278;
Vittoria;Fiore;E786;560383279;
Christian;Sartori;E787;560383280;
Vittoria;Damico;E788;560383281;
Fabio;Villa;E789;560383282;
Vittoria;Coppola;E790;560383283;
Federico;Farina;E791;560383284;
Vittoria;Lombardo;E342;560383285;
Filippo;De Santis;E793;560383286;
Vittoria;Bernardi;E794;560383287;
Giacomo;Fiore;E795;560383288;
Vittoria;Mancini;M357;560383289;
Giammaria;Rizzo;E798;560383290;
Vittoria;Mariani;E799;560383292;
Guglielmo;Carbone;E800;560383295;
Vittoria;Ruggiero;E801;560383296;
Mauro;Sorrentino;E803;562068277;
Vittoria;Ferro;E804;562068279;
Simone;Fabbri;E805;562068281;
Vittoria;Napolitano;E806;562068284;
Tiziano;Bianco;E809;562068293;
Vittoria;Russo;E808;562068295;
Adriano;Moretti;E811;562068298;
Vittoria;Martinelli;E807;562068301;
Alessandro;Riva;E810;562068302;
Vittoria;Guerra;E813;562068304;
Antonio;De Angelis;E812;562068306;
Vittoria;Palumbo;E814;562068307;
Augusto;Pagano;E815;562068309;
Vittoria;Martino;E816;562068310;
Bruno;Pellegrino;E817;562068312;
Vittoria;Giordano;E818;562068314;
Carlo;Testa;E819;562068315;
Vittoria;Martini;E821;562068317;
Dario;Bernardini;E820;562068318;
Vittoria;Messina;E825;562068323;
Edoardo;Pugliese;E829;562068325;
Vittoria;Esposito;E830;562068327;
Enrico;D'Amore;E834;562068329;
Vittoria;Pinto;E835;562068331;
Ezio;Benedetti;E836;563936526;
Vittoria;Ferrara;E837;563936527;
Fabio;Rizzo;E838;563936528;
Vittoria;Longo;E839;563936529;
Federico;Barbieri;E840;563936530;
Vittoria;Amato;E841;563936531;
Filippo;Leone;E842;563936532;
Vittoria;Orlando;E833;563936533;
Francesco;Barone;E843;563936534;
Vittoria;Montagna;E844;563936535;
Franco;Caputo;E847;563938213;
Vittoria;Rizzo;E848;563938214;
Gabriele;Rossati;E850;563938215;
Vittoria;Bianco;E851;563938216;
Gennaro;Bruno;E852;563938217;
Vittoria;Caruso;E853;563938218;
Giacomo;Colombo;E854;563938219;
Vittoria;Coppola;E855;563938220;
Giampaolo;Costa;E858;563938221;
Vittoria;De Luca;E859;563938222;
Giancarlo;De Santis;E860;563938223;
Vittoria;Donati;E862;563938224;
Gianfranco;Esposito;E863;563938225;
Vittoria;Farina;E864;563938226;
Gianluca;Fabbri;E865;563938227;
Vittoria;Ferri;E868;563938231;
Gianmarco;Ferrara;E869;563938233;
Vittoria;Ferrari;E870;563938235;
Gianmaria;Fiore;E872;563938236;
Vittoria;Fontana;E873;563938241;
Gianpaolo;Gallo;E874;563938243;
Vittoria;Gatti;E875;563938245;
Gianpiero;Graziani;E876;563938247;
Vittoria;Greco;E877;563938249;
Giorgio;Leone;E878;563938251;
Vittoria;Lombardi;B632;563938253;
Giovanni;Mancini;E879;563938254;
Vittoria;Mariani;E880;563938255;
Giuseppe;Martini;E882;563938256;
Vittoria;Marini;E883;563938257;
Gregorio;Marino;E884;563938258;
Vittoria;Martino;E885;563938259;
Guido;Morelli;E887;563938260;
Vittoria;Moretti;E888;563938261;
Iacopo;Neri;M283;563938262;
Vittoria;Palmieri;E889;563938263;
Italo;Palumbo;E891;563938264;
