,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors
182,Patrizia,Messina,A226,96073747,,1988-10-26 21:17:17.098038,PTRZ,MSSN,88,R,0,26,26,MSSNPTRZ88R26A226,21,1938,7
183,Jacopo,Pugliese,M349,96073751,,2001-07-10 21:17:17.098038,JCP,PGLS,01,L,40,10,50,PGLSJCP01L50M349,27,1924,3
184,Piera,Esposito,A228,96073753,,1996-11-07 21:17:17.098038,PR,SPST,96,S,40,7,47,SPSTPR96S47A228,92,1958,4
185,Lazzaro,D'Amore,A229,96073754,,1971-06-12 21:17:17.098038,LZZR,DMR,71,H,40,12,52,DMRLZZR71H52A229,88,1985,3
186,Pierina,Pinto,A227,96073762,,1985-01-15 21:17:17.098038,PRN,PNT,85,A,0,15,15,PNTPRN85A15A227,50,1920,1
187,Leandro,Benedetti,A230,96073768,,1966-02-25 21:17:17.098038,LNDR,BNDTT,66,B,40,25,65,BNDTTLNDR66B65A230,98,1911,1
188,Raffaella,Ferrara,A231,96073769,,1970-04-15 21:17:17.098038,RFFLL,FRRR,70,D,0,15,15,FRRRRFFLL70D15A231,22,1999,6
189,Liberato,Rizzo,A233,96075027,,1981-12-23 21:17:17.098038,LBRT,RZZ,81,T,0,23,23,RZZLBRT81T23A233,70,1959,2
190,Romina,Longo,A234,96075029,,1973-07-11 21:17:17.098038,RMN,LNG,73,L,40,11,51,LNGRMN73L51A234,89,1931,2
191,Lorenzo,Barbieri,A235,114575394,,1994-02-06 21:17:17.098038,LRNZ,BRBR,94,B,0,6,6,BRBRLRNZ94B6A235,39,1983,2
192,Rosalba,Amato,A236,114575401,,1995-08-11 21:17:17.098038,RSLB,MT,95,M,0,11,11,MTRSLB95M11A236,12,1951,5
193,Luciano,Leone,A237,114575414,,1984-10-30 21:17:17.098038,LCN,LN,84,R,0,30,30,LNLCN84R30A237,6,1937,9
194,Rosalia,Orlando,A238,114575417,,2004-03-07 21:17:17.098038,RSL,RLND,04,C,0,7,7,RLNDRSL04C7A238,87,1908,1
195,Luigi,Barone,M369,114577866,,1981-04-07 21:17:17.098038,LG,BRN,81,D,40,7,47,BRNLG81D47M369,6,1932,1
196,Rossana,Montagna,M389,118232442,,1964-07-15 21:17:17.098038,RSSN,MNTGN,64,L,0,15,15,MNTGNRSSN64L15M389,99,2004,4
197,Marco,Caputo,A239,118232445,,1992-10-07 21:17:17.098038,MRC,CPT,92,R,40,7,47,CPTMRC92R47A239,12,1967,9
198,Rossella,Rizzo,A240,123702798,,1977-01-22 21:17:17.098038,RSSLL,RZZ,77,A,0,22,22,RZZRSSLL77A22A240,58,1982,1
199,Andrea,Rossati,A241,123702799,,1998-08-09 21:17:17.098038,NDR,RSST,98,M,0,9,9,RSSTNDR98M9A241,71,1945,4
200,Rosalinda,Bianco,M350,123702800,,1992-04-17 21:17:17.098038,RSLND,BNC,92,D,40,17,57,BNCRSLND92D57M350,14,1959,9
201,Marino,Bruno,A242,123702802,,1969-08-28 21:17:17.098038,MRN,BRN,69,M,40,28,68,BRNMRN69M68A242,79,1966,2
202,Sabrina,Caruso,A243,123702804,,1964-05-29 21:17:17.098038,SBRN,CRS,64,E,40,29,69,CRSSBRN64E69A243,12,2013,3
203,Mario,Colombo,A244,123702822,,1987-10-11 21:17:17.098038,MR,CLMB,87,R,40,11,51,CLMBMR87R51A244,38,2001,1
204,Serena,Coppola,A246,123702962,,1982-10-28 21:17:17.098038,SRN,CPPL,82,R,0,28,28,CPPLSRN82R28A246,92,1920,3
205,Marzio,Costa,A245,123702964,,1970-08-12 21:17:17.098038,MRZ,CST,70,M,40,12,52,CSTMRZ70M52A245,73,1958,8
206,Silvana,De Luca,A249,123799314,,1978-02-10 21:17:17.098038,SLVN,DLC,78,B,40,10,50,DLCSLVN78B50A249,53,1922,2
207,Massimiliano,De Santis,A251,123799315,,1966-04-05 21:17:17.098038,MSSMLN,DSNTS,66,D,0,5,5,DSNTSMSSMLN66D5A251,25,1928,7
208,Silvia,Donati,A252,124446411,,1998-02-15 21:17:17.098038,SLV,DNT,98,B,0,15,15,DNTSLV98B15A252,86,1980,8
209,Maurizio,Esposito,A253,124446474,,2005-04-05 21:17:17.098038,MRZ,SPST,05,D,40,5,45,SPSTMRZ05D45A253,70,1953,7
210,Simona,Farina,A254,124446709,,1982-05-05 21:17:17.098038,SMN,FRN,82,E,40,5,45,FRNSMN82E45A254,17,1968,6
211,Michele,Fabbri,A255,136382833,,1997-06-08 21:17:17.098038,MCHL,FBBR,97,H,40,8,48,FBBRMCHL97H48A255,49,2014,1
212,Stefania,Ferri,A256,136383024,,1989-07-11 21:17:17.098038,STFN,FRR,89,L,40,11,51,FRRSTFN89L51A256,23,1974,8
213,Nazzareno,Ferrara,A257,136668831,,1990-12-04 21:17:17.098038,NZZRN,FRRR,90,T,0,4,4,FRRRNZZRN90T4A257,23,1937,6
214,Stefania,Ferrari,A258,136668833,,1971-01-22 21:17:17.098038,STFN,FRRR,71,A,40,22,62,FRRRSTFN71A62A258,56,1976,7
215,Nazario,Fiore,A259,136668890,,1999-06-08 21:17:17.098038,NZR,FR,99,H,40,8,48,FRNZR99H48A259,32,1952,3
216,Susanna,Fontana,M351,136669007,,1968-02-25 21:17:17.098038,SSNN,FNTN,68,B,40,25,65,FNTNSSNN68B65M351,87,1954,2
217,Nicola,Gallo,A261,136669009,,2005-10-21 21:17:17.098038,NCL,GLL,05,R,40,21,61,GLLNCL05R61A261,33,1977,1
218,Teresa,Gatti,A262,137231318,,1989-09-04 21:17:17.098038,TRS,GTT,89,P,0,4,4,GTTTRS89P4A262,35,1986,1
219,Orazio,Graziani,A263,137231319,,1983-03-02 21:17:17.098038,RZ,GRZN,83,C,0,2,2,GRZNRZ83C2A263,97,2008,1
220,Tiziana,Greco,A264,137231320,,1968-06-09 21:17:17.098038,TZN,GRC,68,H,0,9,9,GRCTZN68H9A264,75,1904,9
221,Ottavio,Leone,A265,137231321,,1997-10-30 21:17:17.098038,TTV,LN,97,R,0,30,30,LNTTV97R30A265,70,1959,9
222,Valentina,Lombardi,A267,137231967,,1967-12-04 21:17:17.098038,VLNTN,LMBRD,67,T,0,4,4,LMBRDVLNTN67T4A267,1,1903,1
223,Pasquale,Mancini,A268,138159739,,2002-08-12 21:17:17.098038,PSQL,MNCN,02,M,40,12,52,MNCNPSQL02M52A268,79,1911,6
224,Valeria,Mariani,A269,1997272,,1972-09-28 21:17:17.098038,VLR,MRN,72,P,0,28,28,MRNVLR72P28A269,6,1951,5
225,Patrizio,Martini,A270,140575277,,1996-12-25 21:17:17.098038,PTRZ,MRTN,96,T,40,25,65,MRTNPTRZ96T65A270,26,1935,4
226,Vanessa,Marini,A271,140575278,,1964-09-18 21:17:17.098038,VNSS,MRN,64,P,40,18,58,MRNVNSS64P58A271,18,1921,1
227,Pietro,Marino,A272,140575280,,1978-03-10 21:17:17.098038,PTR,MRN,78,C,0,10,10,MRNPTR78C10A272,77,1911,6
228,Vera,Martino,A274,140575282,,1982-07-17 21:17:17.098038,VR,MRTN,82,L,0,17,17,MRTNVR82L17A274,33,1967,4
229,Pompeo,Morelli,A273,140575285,,2004-01-29 21:17:17.098038,PMP,MRLL,04,A,40,29,69,MRLLPMP04A69A273,50,1917,8
230,Vittoria,Moretti,A275,140575286,,1978-12-02 21:17:17.098038,VTTR,MRTT,78,T,0,2,2,MRTTVTTR78T2A275,82,1953,1
231,Primo,Neri,A278,140575287,,1981-01-09 21:17:17.098038,PRM,NR,81,A,0,9,9,NRPRM81A9A278,92,1950,1
232,Vittoria,Palmieri,A280,140575288,,1996-05-27 21:17:17.098038,VTTR,PLMR,96,E,0,27,27,PLMRVTTR96E27A280,76,2017,4
233,Prospero,Palumbo,A281,140575289,,1965-12-23 21:17:17.098038,PRSPR,PLMB,65,T,0,23,23,PLMBPRSPR65T23A281,38,1969,3
234,Vittoria,Parisi,A282,140575290,,1972-10-14 21:17:17.098038,VTTR,PRS,72,R,40,14,54,PRSVTTR72R54A282,61,2000,3
235,Raffaele,Piazza,A283,140575291,,1977-05-22 21:17:17.098038,RFFL,PZZ,77,E,0,22,22,PZZRFFL77E22A283,22,1919,2
236,Vittoria,Pellegrini,A284,140575292,,2002-12-15 21:17:17.098038,VTTR,PLLGRN,02,T,0,15,15,PLLGRNVTTR02T15A284,98,1915,1
237,Raimondo,Rinaldi,A285,140575293,,1971-10-27 21:17:17.098038,RMND,RNLD,71,R,40,27,67,RNLDRMND71R67A285,70,1945,6
238,Vittoria,Riva,A286,140575294,,1977-07-19 21:17:17.098038,VTTR,RV,77,L,40,19,59,RVVTTR77L59A286,45,2012,7
239,Raniero,Rizzi,A287,140575295,,1999-02-20 21:17:17.098038,RNR,RZZ,99,B,0,20,20,RZZRNR99B20A287,75,1982,5
240,Vittoria,Romano,A288,140575296,,1997-02-14 21:17:17.098038,VTTR,RMN,97,B,40,14,54,RMNVTTR97B54A288,31,1973,8
241,Remigio,Rossetti,A290,140575297,,1973-06-30 21:17:17.098038,RMG,RSSTT,73,H,0,30,30,RSSTTRMG73H30A290,71,1905,9
242,Vittoria,Ruggiero,A291,140575298,,1980-01-25 21:17:17.098038,VTTR,RGGR,80,A,0,25,25,RGGRVTTR80A25A291,49,1979,5
243,Renato,Russo,A292,140575299,,1989-05-09 21:17:17.098038,RNT,RSS,89,E,40,9,49,RSSRNT89E49A292,71,1958,7
244,Vittoria,Sacco,A293,140575300,,1980-03-30 21:17:17.098038,VTTR,SCC,80,C,40,30,70,SCCVTTR80C70A293,83,1900,1
245,Riccardo,Sartori,A294,140575502,,1972-03-28 21:17:17.098038,RCCRD,SRTR,72,C,0,28,28,SRTRRCCRD72C28A294,86,2009,5
246,Vittoria,Santoro,A295,140575503,,1983-01-21 21:17:17.098038,VTTR,SNTR,83,A,0,21,21,SNTRVTTR83A21A295,57,2004,2
247,Roberto,Sorrentino,A297,140575504,,1972-04-13 21:17:17.098038,RBRT,SRRNTN,72,D,40,13,53,SRRNTNRBRT72D53A297,36,1934,3
248,Vittoria,Silvestri,A296,140575505,,1984-05-04 21:17:17.098038,VTTR,SLVSTR,84,E,0,4,4,SLVSTRVTTR84E4A296,69,1910,7
249,Rocco,Testa,A299,140575506,,1965-03-22 21:17:17.098038,RCC,TST,65,C,40,22,62,TSTRCC65C62A299,68,2001,7
250,Vittoria,Valentini,A301,140575507,,1985-08-02 21:17:17.098038,VTTR,VLNTN,85,M,40,2,42,VLNTNVTTR85M42A301,96,1998,6
251,Rodolfo,Villa,A302,140575508,,1972-09-14 21:17:17.098038,RDLF,VLL,72,P,40,14,54,VLLRDLF72P54A302,12,2018,2
252,Vittoria,Amato,A303,140575509,,1975-11-19 21:17:17.098038,VTTR,MT,75,S,40,19,59,MTVTTR75S59A303,25,2003,3
253,Rocco,Barbieri,A304,140575510,,1964-04-22 21:17:17.098038,RCC,BRBR,64,D,40,22,62,BRBRRCC64D62A304,76,1946,8
254,Vittoria,Basile,A306,140575511,,2003-05-02 21:17:17.098038,VTTR,BSL,03,E,40,2,42,BSLVTTR03E42A306,36,2018,3
255,Rolando,Bernardi,A305,140575512,,2003-07-09 21:17:17.098038,RLND,BRNRD,03,L,40,9,49,BRNRDRLND03L49A305,23,1935,6
256,Vittoria,Caputo,A309,140581659,,1974-12-09 21:17:17.098038,VTTR,CPT,74,T,0,9,9,CPTVTTR74T9A309,65,1927,4
257,Romano,Carbone,A312,140581664,,1987-01-01 21:17:17.098038,RMN,CRBN,87,A,40,1,41,CRBNRMN87A41A312,73,2019,3
258,Vittoria,Conti,A313,140581665,,1994-09-28 21:17:17.098038,VTTR,CNT,94,P,40,28,68,CNTVTTR94P68A313,44,1989,6
259,Romeo,Coppola,A314,140581667,,1977-03-02 21:17:17.098038,RM,CPPL,77,C,40,2,42,CPPLRM77C42A314,50,1905,8
260,Vittoria,Damico,A315,140582040,,1996-09-25 21:17:17.098038,VTTR,DMC,96,P,40,25,65,DMCVTTR96P65A315,49,2005,6
261,Romualdo,De Angelis,A317,140582042,,1987-07-12 21:17:17.098038,RMLD,DNGLS,87,L,40,12,52,DNGLSRMLD87L52A317,13,1983,4
262,Vittoria,De Rosa,A318,140582045,,1987-03-13 21:17:17.098038,VTTR,DRS,87,C,0,13,13,DRSVTTR87C13A318,21,1958,7
263,Rosario,De Luca,A319,140582528,,1966-10-11 21:17:17.098038,RSR,DLC,66,R,40,11,51,DLCRSR66R51A319,14,1963,8
264,Vittoria,D'Angelo,A320,140582529,,1964-04-26 21:17:17.098038,VTTR,DNGL,64,D,0,26,26,DNGLVTTR64D26A320,67,2000,6
265,Ruggero,D'Amico,A321,140582759,,1993-10-07 21:17:17.098038,RGGR,DMC,93,R,0,7,7,DMCRGGR93R7A321,57,1960,2
266,Vittoria,D'Amore,A323,140582760,,1993-04-01 21:17:17.098038,VTTR,DMR,93,D,40,1,41,DMRVTTR93D41A323,87,1946,2
267,Salvatore,De Santis,A325,140582761,,2000-07-27 21:17:17.098038,SLVTR,DSNTS,00,L,40,27,67,DSNTSSLVTR00L67A325,34,1960,9
268,Vittoria,Donati,A324,140582762,,1984-03-16 21:17:17.098038,VTTR,DNT,84,C,40,16,56,DNTVTTR84C56A324,86,2015,2
269,Samuele,Farina,A326,140582763,,1967-07-23 21:17:17.098038,SML,FRN,67,L,0,23,23,FRNSML67L23A326,96,1980,3
270,Vittoria,Ferraro,A327,140584015,,1971-12-21 21:17:17.098038,VTTR,FRRR,71,T,0,21,21,FRRRVTTR71T21A327,38,1953,2
271,Sandro,Ferro,A328,140584018,,1980-09-01 21:17:17.098038,SNDR,FRR,80,P,40,1,41,FRRSNDR80P41A328,33,1976,1
272,Vittoria,Fontana,A329,140584019,,1997-02-02 21:17:17.098038,VTTR,FNTN,97,B,40,2,42,FNTNVTTR97B42A329,7,2019,1
273,Santino,Gallo,A330,140584024,,1997-01-09 21:17:17.098038,SNTN,GLL,97,A,40,9,49,GLLSNTN97A49A330,75,1991,9
274,Vittoria,Gatti,A333,140584029,,1995-08-11 21:17:17.098038,VTTR,GTT,95,M,0,11,11,GTTVTTR95M11A333,30,1967,3
275,Santo,Giordano,A332,140584030,,1992-10-25 21:17:17.098038,SNT,GRDN,92,R,40,25,65,GRDNSNT92R65A332,33,1969,5
276,Vittoria,Grassi,A334,140584033,,1984-08-04 21:17:17.098038,VTTR,GRSS,84,M,40,4,44,GRSSVTTR84M44A334,23,2017,9
277,Sebastiano,Greco,A335,140585317,,1981-03-24 21:17:17.098038,SBSTN,GRC,81,C,40,24,64,GRCSBSTN81C64A335,10,1951,5
278,Vittoria,Guerra,A337,140585476,,1969-01-02 21:17:17.098038,VTTR,GRR,69,A,0,2,2,GRRVTTR69A2A337,99,1971,9
279,Secondo,Lombardo,A338,140586105,,1991-05-07 21:17:17.098038,SCND,LMBRD,91,E,0,7,7,LMBRDSCND91E7A338,85,1955,9
280,Vittoria,Longo,A339,140586109,,1988-07-19 21:17:17.098038,VTTR,LNG,88,L,40,19,59,LNGVTTR88L59A339,7,1984,7
281,Sergio,Marino,A340,140586110,,1991-04-18 21:17:17.098038,SRG,MRN,91,D,0,18,18,MRNSRG91D18A340,74,2016,7
282,Vittoria,Martini,A341,140586115,,1974-05-04 21:17:17.098038,VTTR,MRTN,74,E,0,4,4,MRTNVTTR74E4A341,40,1968,3
283,Silvano,Martinelli,A343,140586118,,1993-02-10 21:17:17.098038,SLVN,MRTNLL,93,B,40,10,50,MRTNLLSLVN93B50A343,16,1984,8
284,Vittoria,Mariani,A344,140586960,,1967-03-10 21:17:17.098038,VTTR,MRN,67,C,40,10,50,MRNVTTR67C50A344,99,1912,2
285,Silverio,Mazzola,A346,140586962,,2005-01-20 21:17:17.098038,SLVR,MZZL,05,A,0,20,20,MZZLSLVR05A20A346,87,1972,1
286,Vittoria,Mazzoli,A347,140586964,,1992-09-28 21:17:17.098038,VTTR,MZZL,92,P,0,28,28,MZZLVTTR92P28A347,9,1915,5
287,Siro,Messina,A348,140586965,,1986-11-29 21:17:17.098038,SR,MSSN,86,S,0,29,29,MSSNSR86S29A348,95,2010,2
288,Vittoria,Montagna,A350,140586967,,1996-04-13 21:17:17.098038,VTTR,MNTGN,96,D,0,13,13,MNTGNVTTR96D13A350,22,1911,2
289,Stefano,Montanari,A351,140588154,,1967-05-26 21:17:17.098038,STFN,MNTNR,67,E,0,26,26,MNTNRSTFN67E26A351,68,1945,3
290,Vittoria,Napolitano,A352,140588155,,1985-04-26 21:17:17.098038,VTTR,NPLTN,85,D,40,26,66,NPLTNVTTR85D66A352,83,1943,9
291,Taddeo,Pagano,A354,140588156,,1993-11-16 21:17:17.098038,TDD,PGN,93,S,0,16,16,PGNTDD93S16A354,29,1997,1
292,Vittoria,Pellegrini,A357,140588157,,1970-01-08 21:17:17.098038,VTTR,PLLGRN,70,A,40,8,48,PLLGRNVTTR70A48A357,98,1961,4
293,Terenzio,Piazza,A358,1913099,,1992-08-27 21:17:17.098038,TRNZ,PZZ,92,M,40,27,67,PZZTRNZ92M67A358,57,2004,8
294,Vittoria,Pinto,A359,140588159,,1984-04-09 21:17:17.098038,VTTR,PNT,84,D,40,9,49,PNTVTTR84D49A359,33,1982,7
295,Tiberio,Pugliese,A360,140588160,,1977-01-14 21:17:17.098038,TBR,PGLS,77,A,40,14,54,PGLSTBR77A54A360,97,1972,3
296,Vittoria,Riva,A363,140588161,,1986-08-08 21:17:17.098038,VTTR,RV,86,M,40,8,48,RVVTTR86M48A363,41,1964,5
297,Tiburzio,Rizzi,A365,140588162,,1972-07-31 21:17:17.098038,TBRZ,RZZ,72,L,40,31,71,RZZTBRZ72L71A365,27,1984,2
298,Vittoria,Rizzo,A366,140588163,,1965-04-24 21:17:17.098038,VTTR,RZZ,65,D,0,24,24,RZZVTTR65D24A366,39,1965,3
299,Timoteo,Romano,A367,140588164,,1970-04-29 21:17:17.098038,TMT,RMN,70,D,0,29,29,RMNTMT70D29A367,88,1965,4
300,Vittoria,Rossetti,A369,140588165,,1995-12-25 21:17:17.098038,VTTR,RSSTT,95,T,0,25,25,RSSTTVTTR95T25A369,65,1980,2
301,Tito,Ruggiero,A370,140588166,,2000-08-21 21:17:17.098038,TT,RGGR,00,M,40,21,61,RGGRTT00M61A370,83,1910,5
302,Vittoria,Russo,A371,140588167,,1999-06-23 21:17:17.098038,VTTR,RSS,99,H,40,23,63,RSSVTTR99H63A371,15,1971,5
303,Tommaso,Sacco,A372,140588168,,1980-06-18 21:17:17.098038,TMMS,SCC,80,H,0,18,18,SCCTMMS80H18A372,27,1912,8
304,Vittoria,Sartori,A373,140588524,,1969-03-23 21:17:17.098038,VTTR,SRTR,69,C,40,23,63,SRTRVTTR69C63A373,43,2004,2
305,Tonino,Serra,A374,140588525,,2000-11-30 21:17:17.098038,TNN,SRR,00,S,0,30,30,SRRTNN00S30A374,36,1956,2
306,Vittoria,Silvestri,A375,140588526,,1980-04-19 21:17:17.098038,VTTR,SLVSTR,80,D,0,19,19,SLVSTRVTTR80D19A375,13,1917,2
307,Ubaldo,Sorrentino,A376,140588527,,2002-01-15 21:17:17.098038,BLD,SRRNTN,02,A,40,15,55,SRRNTNBLD02A55A376,26,1995,3
308,Vittoria,Testa,A377,140588529,,1972-12-08 21:17:17.098038,VTTR,TST,72,T,0,8,8,TSTVTTR72T8A377,65,1956,8
309,Uberto,Valentini,A379,140588530,,1967-11-27 21:17:17.098038,BRT,VLNTN,67,S,40,27,67,VLNTNBRT67S67A379,85,1940,6
310,Vittoria,Villa,A380,140588852,,1980-12-27 21:17:17.098038,VTTR,VLL,80,T,0,27,27,VLLVTTR80T27A380,94,1980,5
311,Ugo,Vitale,M213,140589029,,1992-12-20 21:17:17.098038,G,VTL,92,T,40,20,60,VTLG92T60M213,46,1974,9
312,Vittoria,Amato,A382,140589786,,1983-04-12 21:17:17.098038,VTTR,MT,83,D,40,12,52,MTVTTR83D52A382,61,1935,5
313,Ulisse,Barbieri,A383,140589788,,1978-03-29 21:17:17.098038,LSS,BRBR,78,C,0,29,29,BRBRLSS78C29A383,19,2019,3
314,Vittoria,Basile,A385,140591013,,1985-04-19 21:17:17.098038,VTTR,BSL,85,D,40,19,59,BSLVTTR85D59A385,10,2001,3
315,Urbano,Bernardi,A386,140591015,,1971-09-24 21:17:17.098038,RBN,BRNRD,71,P,0,24,24,BRNRDRBN71P24A386,51,1949,4
316,Vittoria,Caputo,A387,140591016,,2002-11-08 21:17:17.098038,VTTR,CPT,02,S,0,8,8,CPTVTTR02S8A387,2,1934,6
317,Valentino,Carbone,A388,140591017,,1973-12-14 21:17:17.098038,VLNTN,CRBN,73,T,0,14,14,CRBNVLNTN73T14A388,71,1901,8
318,Vittoria,Conti,A389,140591019,,1970-09-05 21:17:17.098038,VTTR,CNT,70,P,40,5,45,CNTVTTR70P45A389,94,1906,1
319,Valerio,Coppola,A390,140591020,,1972-11-07 21:17:17.098038,VLR,CPPL,72,S,0,7,7,CPPLVLR72S7A390,71,1934,6
320,Vittoria,Damico,A391,140591021,,1987-06-11 21:17:17.098038,VTTR,DMC,87,H,40,11,51,DMCVTTR87H51A391,5,1993,1
321,Vanni,De Angelis,A392,140591022,,1975-08-16 21:17:17.098038,VNN,DNGLS,75,M,40,16,56,DNGLSVNN75M56A392,97,1974,9
322,Vittoria,De Rosa,A393,140591023,,1973-08-13 21:17:17.098038,VTTR,DRS,73,M,0,13,13,DRSVTTR73M13A393,61,2010,9
323,Vincenzo,De Luca,A394,140591024,,1965-06-16 21:17:17.098038,VNCNZ,DLC,65,H,40,16,56,DLCVNCNZ65H56A394,99,1933,6
324,Vittoria,D'Angelo,A396,140591026,,2003-12-16 21:17:17.098038,VTTR,DNGL,03,T,0,16,16,DNGLVTTR03T16A396,100,1985,2
325,Vitale,D'Amico,A397,140591027,,2003-01-10 21:17:17.098038,VTL,DMC,03,A,0,10,10,DMCVTL03A10A397,98,1977,7
326,Vittoria,D'Amore,A398,140591028,,1975-07-11 21:17:17.098038,VTTR,DMR,75,L,40,11,51,DMRVTTR75L51A398,61,1966,9
327,Vittorio,De Santis,A399,140591029,,1969-05-18 21:17:17.098038,VTTR,DSNTS,69,E,40,18,58,DSNTSVTTR69E58A399,66,1990,1
328,Vittoria,Donati,A400,140591459,,1976-08-26 21:17:17.098038,VTTR,DNT,76,M,40,26,66,DNTVTTR76M66A400,1,1935,2
329,Vittore,Farina,A401,140592049,,1980-05-02 21:17:17.098038,VTTR,FRN,80,E,0,2,2,FRNVTTR80E2A401,51,1999,9
330,Vittoria,Ferraro,A402,140592050,,1986-07-02 21:17:17.098038,VTTR,FRRR,86,L,0,2,2,FRRRVTTR86L2A402,39,1937,7
331,Zaccheo,Ferro,A403,140592053,,1992-08-10 21:17:17.098038,ZCCH,FRR,92,M,40,10,50,FRRZCCH92M50A403,51,1973,2
332,Vittoria,Fontana,A405,140592098,,1987-05-23 21:17:17.098038,VTTR,FNTN,87,E,0,23,23,FNTNVTTR87E23A405,67,1950,8
333,Zaccaria,Gallo,A407,140592100,,1972-02-05 21:17:17.098038,ZCCR,GLL,72,B,40,5,45,GLLZCCR72B45A407,21,1965,9
334,Vittoria,Gatti,A409,140592101,,1968-01-03 21:17:17.098038,VTTR,GTT,68,A,0,3,3,GTTVTTR68A3A409,26,1999,9
335,Zeno,Giordano,A412,140663458,,1988-10-07 21:17:17.098038,ZN,GRDN,88,R,40,7,47,GRDNZN88R47A412,90,2010,8
336,Vittoria,Grassi,A413,140664953,,1979-02-19 21:17:17.098038,VTTR,GRSS,79,B,0,19,19,GRSSVTTR79B19A413,10,1963,6
337,Alessio,Greco,A414,140664955,,2000-01-05 21:17:17.098038,LSS,GRC,00,A,40,5,45,GRCLSS00A45A414,97,1914,4
338,Vittoria,Guerra,A415,140664956,,1977-04-23 21:17:17.098038,VTTR,GRR,77,D,40,23,63,GRRVTTR77D63A415,54,1997,5
339,Christian,Lombardo,A418,140664958,,2001-03-24 21:17:17.098038,CHRSTN,LMBRD,01,C,0,24,24,LMBRDCHRSTN01C24A418,97,1937,5
340,Vittoria,Longo,A419,140664959,,1996-08-24 21:17:17.098038,VTTR,LNG,96,M,40,24,64,LNGVTTR96M64A419,85,2013,1
341,Fabio,Marino,A424,140664960,,2000-04-29 21:17:17.098038,FB,MRN,00,D,40,29,69,MRNFB00D69A424,84,1978,1
342,Vittoria,Martini,A421,140664962,,1986-03-01 21:17:17.098038,VTTR,MRTN,86,C,40,1,41,MRTNVTTR86C41A421,93,1943,8
343,Federico,Martinelli,A422,140664964,,2003-06-08 21:17:17.098038,FDRC,MRTNLL,03,H,0,8,8,MRTNLLFDRC03H8A422,32,2018,7
344,Vittoria,Mariani,A425,140664966,,1972-06-21 21:17:17.098038,VTTR,MRN,72,H,40,21,61,MRNVTTR72H61A425,83,1961,5
345,Filippo,Mazzola,A427,140664968,,1975-04-14 21:17:17.098038,FLPP,MZZL,75,D,0,14,14,MZZLFLPP75D14A427,81,1914,5
346,Vittoria,Mazzoli,A429,140664970,,1982-04-03 21:17:17.098038,VTTR,MZZL,82,D,0,3,3,MZZLVTTR82D3A429,7,1916,4
347,Giacomo,Messina,A430,140664971,,1974-07-06 21:17:17.098038,GCM,MSSN,74,L,0,6,6,MSSNGCM74L6A430,99,1910,3
348,Vittoria,Montagna,A431,140664973,,2004-12-14 21:17:17.098038,VTTR,MNTGN,04,T,40,14,54,MNTGNVTTR04T54A431,90,1972,9
349,Giammaria,Montanari,A432,140664974,,1971-04-05 21:17:17.098038,GMMR,MNTNR,71,D,40,5,45,MNTNRGMMR71D45A432,56,2001,2
350,Vittoria,Napolitano,A433,140664976,,1999-04-24 21:17:17.098038,VTTR,NPLTN,99,D,0,24,24,NPLTNVTTR99D24A433,71,2013,2
351,Guglielmo,Pagano,A434,140672836,,1982-01-06 21:17:17.098038,GGLLM,PGN,82,A,0,6,6,PGNGGLLM82A6A434,31,1901,3
352,Vittoria,Pellegrini,A435,140672844,,1974-11-18 21:17:17.098038,VTTR,PLLGRN,74,S,40,18,58,PLLGRNVTTR74S58A435,85,1994,1
353,Mauro,Piazza,A437,140672846,,1998-12-30 21:17:17.098038,MR,PZZ,98,T,40,30,70,PZZMR98T70A437,95,2010,6
354,Vittoria,Pinto,A436,140672849,,1967-10-29 21:17:17.098038,VTTR,PNT,67,R,40,29,69,PNTVTTR67R69A436,95,1953,8
355,Simone,Pugliese,A438,140672850,,1973-09-12 21:17:17.098038,SMN,PGLS,73,P,40,12,52,PGLSSMN73P52A438,38,1928,6
356,Vittoria,Riva,A439,140672853,,1985-03-22 21:17:17.098038,VTTR,RV,85,C,0,22,22,RVVTTR85C22A439,68,1907,9
357,Tiziano,Rizzi,A441,140674641,,1989-10-31 21:17:17.098038,TZN,RZZ,89,R,0,31,31,RZZTZN89R31A441,96,1972,3
358,Vittoria,Rizzo,A443,140674643,,1993-04-02 21:17:17.098038,VTTR,RZZ,93,D,0,2,2,RZZVTTR93D2A443,34,2016,7
359,Adriano,Romano,A444,140674645,,1995-03-21 21:17:17.098038,DRN,RMN,95,C,0,21,21,RMNDRN95C21A444,87,1906,1
360,Vittoria,Rossetti,A445,140674648,,1969-04-05 21:17:17.098038,VTTR,RSSTT,69,D,40,5,45,RSSTTVTTR69D45A445,80,2012,3
361,Alessandro,Ruggiero,A446,140674650,,1993-09-05 21:17:17.098038,LSSNDR,RGGR,93,P,0,5,5,RGGRLSSNDR93P5A446,94,1955,6
362,Vittoria,Russo,A447,140674653,,1992-03-24 21:17:17.098038,VTTR,RSS,92,C,0,24,24,RSSVTTR92C24A447,72,1990,8
